,George:unzip_reference,George:makeBWAIndex,George:makeBT2Index,George:makeFastaIndex,George:makeSeqDict,George:convertBam,George:indexinputbam,George:fastqc,George:fastp,George:adapter_removal,George:post_ar_fastq_trimming,George:lanemerge,George:lanemerge_hostremoval_fastq,George:fastqc_after_clipping,George:bwa,George:bwamem,George:circulargenerator,George:circularmapper,George:bowtie2,George:hostremoval_input_fastq,George:seqtype_merge,George:samtools_flagstat,George:samtools_filter,George:samtools_flagstat_after_filter,George:endorSpy,George:dedup,George:markduplicates,George:library_merge,George:preseq,George:bedtools,George:damageprofiler,George:mapdamage_rescaling,George:pmdtools,George:bam_trim,George:additional_library_merge,George:qualimap,George:genotyping_ug,George:genotyping_hc,George:genotyping_freebayes,George:genotyping_pileupcaller,George:eigenstrat_snp_coverage,George:genotyping_angsd,George:bcftools_stats,George:vcf2genome,George:multivcfanalyzer,George:mtnucratio,George:sexdeterrmine_prep,George:sexdeterrmine,George:nuclear_contamination,George:print_nuclear_contamination,George:metagenomic_complexity_filter,George:malt,George:maltextract,George:decomp_kraken,George:kraken,George:kraken_parse,George:kraken_merge,George:output_documentation,George:get_software_versions,George:multiqc
George:get_test_data,0.07142857142857142,0.038461538461538464,0.04,0.047619047619047616,0.043478260869565216,0.06666666666666667,0.19230769230769232,0.02631578947368421,0.021739130434782608,0.04132231404958678,0.017857142857142856,0.05,0.05714285714285714,0.02857142857142857,0.06578947368421052,0.09090909090909091,0.06451612903225806,0.0641025641025641,0.0423728813559322,0.0425531914893617,0.07352941176470588,0.043478260869565216,0.06756756756756757,0.043478260869565216,0.03333333333333333,0.09433962264150944,0.10638297872340426,0.07352941176470588,0.06557377049180328,0.02857142857142857,0.058823529411764705,0.11363636363636363,0.046296296296296294,0.1,0.125,0.14285714285714285,0.07042253521126761,0.02127659574468085,0.1282051282051282,0.07352941176470588,0.034482758620689655,0.06756756756756757,0.04,0.08928571428571429,0.10416666666666667,0.045454545454545456,0.047619047619047616,0.1282051282051282,0.025,0.047619047619047616,0.037037037037037035,0.07352941176470588,0.07042253521126761,0.05714285714285714,0.04878048780487805,0.06666666666666667,0.07407407407407407,0.045454545454545456,0.019736842105263157,0.1111111111111111
George:data_integrity,0.12121212121212122,0.030303030303030304,0.03125,0.03571428571428571,0.03333333333333333,0.11428571428571428,0.15151515151515152,0.06976744186046512,0.058823529411764705,0.05555555555555555,0.04918032786885246,0.0425531914893617,0.047619047619047616,0.075,0.1,0.13559322033898305,0.08108108108108109,0.1111111111111111,0.04838709677419355,0.07692307692307693,0.06666666666666667,0.03333333333333333,0.10256410256410256,0.03333333333333333,0.02702702702702703,0.1016949152542373,0.09259259259259259,0.06666666666666667,0.07462686567164178,0.075,0.10256410256410256,0.14285714285714285,0.043478260869565216,0.12727272727272726,0.10638297872340426,0.14634146341463414,0.10666666666666667,0.057692307692307696,0.18604651162790697,0.0958904109589041,0.027777777777777776,0.075,0.03125,0.11475409836065574,0.1320754716981132,0.034482758620689655,0.03571428571428571,0.10869565217391304,0.06666666666666667,0.03571428571428571,0.029411764705882353,0.0958904109589041,0.136986301369863,0.07317073170731707,0.06382978723404255,0.08333333333333333,0.058823529411764705,0.034482758620689655,0.02531645569620253,0.09615384615384616
George:q2_import,0.03333333333333333,0.037037037037037035,0.038461538461538464,0.045454545454545456,0.041666666666666664,0.06451612903225806,0.03225806451612903,0.02564102564102564,0.02127659574468085,0.016,0.017543859649122806,0.04878048780487805,0.05555555555555555,0.027777777777777776,0.025,0.03389830508474576,0.030303030303030304,0.024390243902439025,0.01639344262295082,0.02040816326530612,0.0136986301369863,0.08695652173913043,0.02564102564102564,0.08695652173913043,0.03225806451612903,0.017241379310344827,0.019230769230769232,0.0136986301369863,0.015384615384615385,0.05714285714285714,0.027777777777777776,0.02040816326530612,0.017857142857142856,0.01818181818181818,0.022222222222222223,0.025,0.013157894736842105,0.020833333333333332,0.046511627906976744,0.0136986301369863,0.03333333333333333,0.02564102564102564,0.08,0.01639344262295082,0.018867924528301886,0.043478260869565216,0.045454545454545456,0.046511627906976744,0.024390243902439025,0.045454545454545456,0.03571428571428571,0.0136986301369863,0.013157894736842105,0.02702702702702703,0.047619047619047616,0.03125,0.034482758620689655,0.043478260869565216,0.033112582781456956,0.02
George:q2_cutadapt,0.07692307692307693,0.041666666666666664,0.043478260869565216,0.05263157894736842,0.047619047619047616,0.07142857142857142,0.03571428571428571,0.05714285714285714,0.046511627906976744,0.01639344262295082,0.03773584905660377,0.02564102564102564,0.029411764705882353,0.0625,0.025974025974025976,0.03571428571428571,0.03333333333333333,0.02531645569620253,0.008333333333333333,0.044444444444444446,0.014285714285714285,0.047619047619047616,0.02666666666666667,0.047619047619047616,0.03571428571428571,0.037037037037037035,0.02040816326530612,0.014285714285714285,0.016129032258064516,0.030303030303030304,0.030303030303030304,0.021739130434782608,0.00909090909090909,0.0392156862745098,0.023809523809523808,0.05555555555555555,0.027777777777777776,0.045454545454545456,0.05,0.014285714285714285,0.037037037037037035,0.02666666666666667,0.043478260869565216,0.03508771929824561,0.04081632653061224,0.05,0.05263157894736842,0.024390243902439025,0.02631578947368421,0.05263157894736842,0.04,0.028985507246376812,0.027777777777777776,0.029411764705882353,0.05128205128205128,0.034482758620689655,0.038461538461538464,0.05,0.02,0.02127659574468085
George:q2_dada2,0.05714285714285714,0.030303030303030304,0.03125,0.03571428571428571,0.03333333333333333,0.05405405405405406,0.02702702702702703,0.045454545454545456,0.038461538461538464,0.015267175572519083,0.03225806451612903,0.020833333333333332,0.023255813953488372,0.04878048780487805,0.023255813953488372,0.03076923076923077,0.02564102564102564,0.022727272727272728,0.007751937984496124,0.037037037037037035,0.012658227848101266,0.03333333333333333,0.023809523809523808,0.03333333333333333,0.02702702702702703,0.031746031746031744,0.017241379310344827,0.012658227848101266,0.014084507042253521,0.023809523809523808,0.023809523809523808,0.01818181818181818,0.008403361344537815,0.03333333333333333,0.0196078431372549,0.044444444444444446,0.024691358024691357,0.03773584905660377,0.04081632653061224,0.012658227848101266,0.027777777777777776,0.023809523809523808,0.03125,0.030303030303030304,0.034482758620689655,0.034482758620689655,0.03571428571428571,0.02,0.02127659574468085,0.03571428571428571,0.029411764705882353,0.02564102564102564,0.024691358024691357,0.023255813953488372,0.041666666666666664,0.02631578947368421,0.02857142857142857,0.034482758620689655,0.018867924528301886,0.017857142857142856
George:q2_dbotu3,0.034482758620689655,0.038461538461538464,0.04,0.047619047619047616,0.043478260869565216,0.03225806451612903,0.03333333333333333,0.02631578947368421,0.021739130434782608,0.008,0.017857142857142856,0.024390243902439025,0.027777777777777776,0.02857142857142857,0.0125,0.01694915254237288,0.03125,0.012195121951219513,0.00819672131147541,0.020833333333333332,0.013888888888888888,0.043478260869565216,0.01282051282051282,0.043478260869565216,0.03333333333333333,0.017543859649122806,0.0196078431372549,0.013888888888888888,0.015625,0.02857142857142857,0.02857142857142857,0.020833333333333332,0.008928571428571428,0.018518518518518517,0.022727272727272728,0.02564102564102564,0.013333333333333334,0.02127659574468085,0.023255813953488372,0.013888888888888888,0.034482758620689655,0.01282051282051282,0.04,0.016666666666666666,0.019230769230769232,0.045454545454545456,0.047619047619047616,0.023255813953488372,0.025,0.047619047619047616,0.037037037037037035,0.013888888888888888,0.013333333333333334,0.027777777777777776,0.023809523809523808,0.03225806451612903,0.03571428571428571,0.045454545454545456,0.019736842105263157,0.02040816326530612
George:q2_dada2_merge,0.04,0.045454545454545456,0.047619047619047616,0.058823529411764705,0.05263157894736842,0.037037037037037035,0.038461538461538464,0.029411764705882353,0.023809523809523808,0.008264462809917356,0.019230769230769232,0.02702702702702703,0.03125,0.03225806451612903,0.013157894736842105,0.01818181818181818,0.03571428571428571,0.01282051282051282,0.00847457627118644,0.022727272727272728,0.014705882352941176,0.05263157894736842,0.013513513513513514,0.05263157894736842,0.038461538461538464,0.018867924528301886,0.02127659574468085,0.014705882352941176,0.016666666666666666,0.03225806451612903,0.03225806451612903,0.022727272727272728,0.009259259259259259,0.02,0.025,0.02857142857142857,0.014084507042253521,0.023255813953488372,0.02564102564102564,0.014705882352941176,0.04,0.013513513513513514,0.047619047619047616,0.017857142857142856,0.020833333333333332,0.05555555555555555,0.058823529411764705,0.02564102564102564,0.027777777777777776,0.058823529411764705,0.043478260869565216,0.014705882352941176,0.014084507042253521,0.03125,0.02631578947368421,0.037037037037037035,0.041666666666666664,0.05555555555555555,0.02027027027027027,0.022222222222222223
George:q2_taxonomy,0.05714285714285714,0.030303030303030304,0.03125,0.03571428571428571,0.03333333333333333,0.05405405405405406,0.02702702702702703,0.045454545454545456,0.038461538461538464,0.015267175572519083,0.03225806451612903,0.020833333333333332,0.023255813953488372,0.04878048780487805,0.023255813953488372,0.03076923076923077,0.02564102564102564,0.022727272727272728,0.007751937984496124,0.037037037037037035,0.012658227848101266,0.03333333333333333,0.023809523809523808,0.03333333333333333,0.02702702702702703,0.031746031746031744,0.017241379310344827,0.012658227848101266,0.014084507042253521,0.023809523809523808,0.023809523809523808,0.01818181818181818,0.008403361344537815,0.03333333333333333,0.0196078431372549,0.044444444444444446,0.024691358024691357,0.03773584905660377,0.04081632653061224,0.012658227848101266,0.027777777777777776,0.023809523809523808,0.03125,0.030303030303030304,0.034482758620689655,0.034482758620689655,0.03571428571428571,0.02,0.02127659574468085,0.03571428571428571,0.029411764705882353,0.02564102564102564,0.024691358024691357,0.023255813953488372,0.041666666666666664,0.02631578947368421,0.02857142857142857,0.034482758620689655,0.018867924528301886,0.017857142857142856
George:q2_filtering_tax,0.03225806451612903,0.03571428571428571,0.037037037037037035,0.043478260869565216,0.04,0.030303030303030304,0.03125,0.025,0.020833333333333332,0.007874015748031496,0.017241379310344827,0.023255813953488372,0.02631578947368421,0.02702702702702703,0.012195121951219513,0.01639344262295082,0.029411764705882353,0.011904761904761904,0.008064516129032258,0.02,0.013513513513513514,0.04,0.0125,0.04,0.03125,0.01694915254237288,0.018867924528301886,0.013513513513513514,0.015151515151515152,0.02702702702702703,0.02702702702702703,0.02,0.008771929824561403,0.017857142857142856,0.021739130434782608,0.024390243902439025,0.012987012987012988,0.02040816326530612,0.022222222222222223,0.013513513513513514,0.03225806451612903,0.0125,0.037037037037037035,0.016129032258064516,0.018518518518518517,0.041666666666666664,0.043478260869565216,0.022222222222222223,0.023809523809523808,0.043478260869565216,0.034482758620689655,0.013513513513513514,0.012987012987012988,0.02631578947368421,0.022727272727272728,0.030303030303030304,0.03333333333333333,0.041666666666666664,0.01948051948051948,0.0196078431372549
George:microDecon_step1,0.02564102564102564,0.027777777777777776,0.02857142857142857,0.03225806451612903,0.030303030303030304,0.05,0.025,0.020833333333333332,0.017857142857142856,0.014925373134328358,0.015151515151515152,0.04,0.044444444444444446,0.022222222222222223,0.02247191011235955,0.029411764705882353,0.075,0.0449438202247191,0.015267175572519083,0.017241379310344827,0.012195121951219513,0.0625,0.022988505747126436,0.0625,0.025,0.030303030303030304,0.01639344262295082,0.012195121951219513,0.0273972602739726,0.045454545454545456,0.045454545454545456,0.03508771929824561,0.01652892561983471,0.015625,0.018518518518518517,0.02040816326530612,0.023809523809523808,0.03571428571428571,0.038461538461538464,0.024691358024691357,0.05263157894736842,0.022988505747126436,0.058823529411764705,0.014285714285714285,0.016129032258064516,0.03125,0.03225806451612903,0.038461538461538464,0.04081632653061224,0.03225806451612903,0.02702702702702703,0.024691358024691357,0.023809523809523808,0.021739130434782608,0.0392156862745098,0.024390243902439025,0.02631578947368421,0.03125,0.024844720496894408,0.01694915254237288
